StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q33,Q13,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q34,Q17,Q17_9_TEXT,Q20,Q22,Q22_9_TEXT,Q23,Q24_1,Q24_2,Q24_3,Q25,Q26_1,Q26_2,Q26_3,Q27_1,Q27_2,Q27_3,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_10,Q35,Q31,Q32,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_10,Q36_11,Q37,Q37_8_TEXT,Q38,Q39_1,Q39_2,Q2,Q3,Q3_5_TEXT,Q1,Q5,Q5_5_TEXT,country,Q37,Q7,Q8,Q9,Q40,Q40_Themes
11/16/2023 20:36,11/17/2023 19:49,IP Address,100,83556,TRUE,11/17/2023 19:49,qr,EN,Yes,6-10 times a month,2,5,4,3,1,,Yes,1-5 times a year,4,2,5,1,3,,,,Yes,,,,,,,5,United Kingdom,Panama,Argentina ,Ecuador,Canada,New Zealand,4,7,1,9,2,3,8,5,6,"My international trips have mainly been for purposes other than birding (visiting a friend, family trip, conference, etc) and birding has been snuck in. But I hope to do more dedicated birding trips on the future.  ",Hired a birdwatching guide,"Mostly alone, occasionally with a group",Moderately important,Moderately important,Very important,Very important,Slightly important,Extremely important,Moderately important,Not at all important,Moderately important,Very important,Very important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$50-$100,Very important,Very important,35-44,Female,,United States of America,Doctorate (PhD) or higher,,United States of America,Mixed,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
11/17/2023 20:10,11/17/2023 20:18,IP Address,100,480,TRUE,11/17/2023 20:18,anonymous,EN,Yes,1-5 times a month,3,5,1,5,1,,Yes,Less than once a year,5,5,1,5,2,,,,No,"Cost,Accessibility,Don't have information about where to go",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-24,Male,,United States of America,High school or equivalent,,United States of America,Native American,"Less than $50,000",1-5 years,"Casual birder -- enjoys bird watching while taking trips for other primary reasons (nature, culture, hobbies). Doesn’t necessarily keep a list and is mostly driven by the enjoyment of birds for their beauty or interesting features.",,
11/17/2023 20:40,11/17/2023 20:45,IP Address,100,260,TRUE,11/17/2023 20:45,anonymous,EN,Yes,1-5 times a month,5,5,3,4,5,Exercise,Yes,1-5 times a year,2,4,5,1,5,,,,No,Cost,,Yes,Australia ,Belize,Costa Rica,0,,,,Australia,Belize,Costa Rica,1,2,2,3,3,1,1,3,1,,,,,,,,,,,,,,,,,,,,25-34,Male,,United States of America,Master's degree,,United States of America,White/Caucasian,"$100,000 - $200,000",1-5 years,"Casual birder -- enjoys bird watching while taking trips for other primary reasons (nature, culture, hobbies). Doesn’t necessarily keep a list and is mostly driven by the enjoyment of birds for their beauty or interesting features.",,
11/17/2023 16:42,11/17/2023 21:57,IP Address,100,18892,TRUE,11/17/2023 21:57,anonymous,EN,Yes,6-10 times a month,5,4,1,3,2,,Yes,6-10 times a year,4,1,3,5,2,,,,Yes,,,,,,,7,Mexico,Canada,Finland,Scotland,Germany,Iceland,2,7,1,9,8,6,4,5,3,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly alone, occasionally with a group",Extremely important,Very important,Very important,Very important,Moderately important,Moderately important,Very important,Very important,Moderately important,Very important,Very important,"Online search engines,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Birdwatching magazines or publications",,$100-$200,Very important,Very important,65 or above,Male,,,Doctorate (PhD) or higher,,United States of America,White/Caucasian,"$100,000 - $200,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",,
11/17/2023 22:31,11/17/2023 22:38,IP Address,100,378,TRUE,11/17/2023 22:38,anonymous,EN,Yes,1-5 times a month,1,2,2,1,4,,Yes,1-5 times a year,1,1,4,1,4,,,,No,Cost,,Yes,Indonesia ,Brazil,Madagascar ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-34,Female,,India,Doctorate (PhD) or higher,,India,Asian,"Less than $50,000",6-10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
11/18/2023 5:05,11/18/2023 5:11,IP Address,100,350,TRUE,11/18/2023 5:11,anonymous,EN,Yes,6-10 times a month,2,1,2,1,2,,Yes,6-10 times a year,2,1,1,1,2,,,,No,Cost,,Yes,United States ,South Africa,New Zealand,0,,,,United States,New Zealand,South Africa,2,2,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,25-34,Male,,India,Bachelor's degree/ Undergraduate degree,,India,South Asian,"Less than $50,000",1-5 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","As a Birder, I would like to connect bird watching with conservation programmes as one is more rooted with nature during field works. ",ethics
11/17/2023 18:34,11/18/2023 5:44,IP Address,100,40181,TRUE,11/18/2023 5:44,anonymous,EN,Yes,More than 10 times a month,3,3,1,1,5,,Yes,1-5 times a year,3,2,3,1,5,,,,Yes,,,,,,,9,Tanzania,Mexico,Chile,Costa Rica,Morocco,Japan,4,2,5,2,2,1,7,7,5,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Very important,Extremely important,Extremely important,Moderately important,Extremely important,Extremely important,Very important,Slightly important,Very important,Very important,Slightly important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Birdwatching magazines or publications",,$400-$600,Very important,Very important,65 or above,Female,,United States of America,Doctorate (PhD) or higher,,United States of America,White/Caucasian,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
11/18/2023 7:36,11/18/2023 7:50,IP Address,100,812,TRUE,11/18/2023 7:50,anonymous,EN,Yes,1-5 times a month,4,3,1,2,5,Love actually watching the birds and seeing how many species I can find even when they are common species,Yes,1-5 times a year,3,2,4,1,5,,,,Yes,,,,,,,,Brazil,Guatemala,Panama,Colombia,Cuba,Mexico,4,5,6,2,3,1,9,7,8,My husband will only take vacation in the winter and won't go for more than about 9 days.,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide","Mostly with a group, occasionally alone",Very important,Very important,Extremely important,Moderately important,Extremely important,Extremely important,Moderately important,Moderately important,Moderately important,Extremely important,Slightly important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Other (please specify)","On the email list for several birdwatching tour companies, read their emails",$400-$600,Moderately important,Very important,55-64,Female,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,White/Caucasian,"$200,000-$400,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","Compelling trip descriptions that come in via email drive me to the tour company websites and if the trips are timed right for my husband's availability, we consider them. We highly prioritize tour companies we have already used before assuming we had a good experience.",
11/18/2023 7:41,11/18/2023 7:53,IP Address,100,729,TRUE,11/18/2023 7:53,anonymous,EN,Yes,More than 10 times a month,4,4,1,3,4,bird behavior,Yes,1-5 times a year,5,3,2,1,4,"seing birds that are different from my local birds. I live in mountains, and visit the coast in the winter",,,No,"Accessibility,Health",,Yes,Canada,Jamaica,Costa Rica,0,,,,Canada,,,1,1,2,4,4,2,1,2,1,Handicap accessibility,,,,,,,,,,,,,,,,,,,65 or above,Female,,United States of America,Master's degree,,United States of America,White/Caucasian,"Less than $50,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
11/18/2023 7:37,11/18/2023 8:02,IP Address,100,1523,TRUE,11/18/2023 8:02,anonymous,EN,Yes,6-10 times a month,4,5,1,3,2,"Enjoying nature, watching the season's change, teaching my grandkids and others",Yes,6-10 times a year,5,2,4,1,3,"Becoming familiar with new habitats incl plants and wildlife, meeting people in new localities",,,Yes,,,,,,,12,Mexico,Nicaragua,Malaysia,Thailand,Madagascar,Italy,6,8,7,1,2,4,9,5,3,"Language barriers, hazards/diseases, healthcare facilities","Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",Always with a group,Moderately important,Moderately important,Very important,Moderately important,Very important,Very important,Extremely important,Slightly important,Very important,Extremely important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Birdwatching magazines or publications",,$200-$400,Extremely important,Extremely important,65 or above,Male,,United States of America,Master's degree,,United States of America,White/Caucasian,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","I keep a life list, and a list of species I see in most places I have visited. But I consider myself a birdwatcher, more so than a birder. I enjoy studying how birds live in their natural environment, how they behave, and where they are found. I prefer not to chase species that are out of range because of the impact travel has on the environment. I am mindful that the pursuit of birds contributes to the excessive use of fossil fuels and we who appreciate nature should set the example of restraint. That's a real conflict when it comes to ecotourism.",ethics
11/18/2023 8:06,11/18/2023 8:17,IP Address,100,625,TRUE,11/18/2023 8:17,anonymous,EN,Yes,More than 10 times a month,1,2,3,5,4,,Yes,6-10 times a year,3,1,5,2,4,,,,Yes,,,,,,,30,Indonesia,Norway,Ghana,Brazil,Australia,Vietnam,9,2,1,3,7,4,5,8,6,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",About equally alone and with a group,Moderately important,Extremely important,Very important,Slightly important,Moderately important,Moderately important,Extremely important,Moderately important,Very important,Very important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications,Bird Fairs",,$200-$400,Moderately important,Moderately important,65 or above,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,White/Caucasian,"$200,000-$400,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
11/18/2023 12:04,11/18/2023 14:26,IP Address,100,8485,TRUE,11/18/2023 14:26,anonymous,EN,Yes,,4,3,1,2,5,Being out in nature and noticing my surroundings,Yes,1-5 times a year,5,2,3,1,4,Seeing and enjoying different ecosystems/environments than my home territory,,,Yes,,,,,,,,Panama,Costa Rica,Mexico,Colombia,Trinidad and Tobego,Costa Rica,1,3,2,7,5,4,8,6,9,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly alone, occasionally with a group",Very important,Very important,Very important,Very important,Very important,Very important,Extremely important,Slightly important,Slightly important,Moderately important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Birdwatching magazines or publications",,$200-$400,Very important,Very important,65 or above,Female,,United States of America,Master's degree,,United States of America,White/Caucasian,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","I am less interested in listing than I am I the totality of the birds, their environment, plants, etc. I really like the tropical areas, for instance, and wouldn’t go to the arctic because life is short now! I don’t want to drive from this spot to that all day long just to see one special bird here, one there, etc.  I don’t mind doing that once or twice, but I want to be walking in my surroundings, observing everything, not chasing just one or two things. ",
11/18/2023 14:29,11/18/2023 14:40,IP Address,100,625,TRUE,11/18/2023 14:40,anonymous,EN,Yes,1-5 times a month,2,1,3,4,5,"access, bird diversity",Yes,1-5 times a year,2,1,4,3,5,"ease of access (transportation options, affordable, etc.)",,,Yes,,,,,,,8,United Kingdom,Canada,Venezuela,,,,6,7,3,9,8,4,1,5,2,All international birding has been on a trip primarily for other purposes.  Affordability is a challenge.,,,,,,,,,,,,,,,,,,,45-54,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,White/Caucasian,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
11/18/2023 15:41,11/18/2023 15:53,IP Address,100,756,TRUE,11/18/2023 15:53,anonymous,EN,Yes,More than 10 times a month,4,3,1,5,2,Distance,Yes,More than 10 times a year,2,1,5,3,4,,,,Yes,,,,,,,12,Romania,Iceland,Tanzania,Spain,Brazil,Great Britain,7,6,4,2,3,1,8,5,9,Transportation convenience and expense,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",Always with a group,Very important,Very important,Extremely important,Very important,Very important,Extremely important,Extremely important,Slightly important,Moderately important,Very important,Extremely important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications",,$200-$400,Very important,Very important,65 or above,Female,,United States of America,Doctorate (PhD) or higher,,United States of America,White/Caucasian,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
11/19/2023 1:45,11/19/2023 1:55,IP Address,100,577,TRUE,11/19/2023 1:55,anonymous,EN,Yes,More than 10 times a month,2,4,3,1,5,,Yes,More than 10 times a year,2,3,4,1,5,,,,Yes,,,,,,,3,Vanuatu,New Zealand,Singapore ,Japan ,Ecuador,Fiji,2,1,4,9,8,5,3,6,7,,,,,,,,,,,,,,,,,,,,25-34,Male,,Australia,Master's degree,,Australia,White/Caucasian,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","I identify closely with hard core as well as enthusiastic birder, I organise trips in the style of hard core birding by this definition, but for reasons more akin to enthusiastic as defined here.",
11/19/2023 3:49,11/19/2023 3:57,IP Address,100,507,TRUE,11/19/2023 3:57,anonymous,EN,Yes,More than 10 times a month,2,3,1,4,5,,Yes,More than 10 times a year,2,1,4,3,5,Re-visiting favourite places (and species) from previous visits,,,Yes,,,,,,,5,Sweden,Denmark,Germany,New Zealand,Canada,United States,2,3,4,9,8,7,1,5,6,,,,,,,,,,,,,,,,,,,,25-34,Non-binary,,New Zealand,Bachelor's degree/ Undergraduate degree,,Australia,White/Caucasian,"$50,000-$100,000",6-10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
11/19/2023 11:17,11/19/2023 11:25,IP Address,100,494,TRUE,11/19/2023 11:25,anonymous,EN,Yes,1-5 times a month,1,,,,2,"convenience to other stops (grocery store, etc)",Yes,6-10 times a year,2,,,,1,,,,Yes,,,,,,,25,Uganda,Cape Verde,United States,China,Vanuatu,Chile,,3,3,1,,2,,,,"who the main guide of the tour is - most important factor, then price","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Moderately important,Extremely important,Very important,Moderately important,Extremely important,Very important,Very important,Not at all important,Slightly important,Slightly important,Slightly important,Recommendations from friends or fellow birdwatchers,,$200-$400,Slightly important,Slightly important,65 or above,Female,,United Kingdom of Great Britain and Northern Ireland,Master's degree,,United Kingdom of Great Britain and Northern Ireland,White/Caucasian,"$50,000-$100,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",The reason I put investing profits into developing countries fairly low is because there will have been considerable expenditure already and you do rather find that local companies aren't shy about charging first world prices in the third world.,
11/19/2023 11:19,11/19/2023 11:26,IP Address,100,412,TRUE,11/19/2023 11:26,anonymous,EN,Yes,6-10 times a month,1,3,2,3,5,,No,,,,,,,,Accessibility,,Yes,,,,,,,30,South Africa,Mexico,Peru,Taiwan,Brazil,New Zealand,3,1,1,2,1,2,8,5,9,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Extremely important,Extremely important,Very important,Moderately important,Very important,Very important,Extremely important,Very important,Extremely important,Very important,Very important,Birdwatching tour company websites,,$400-$600,Slightly important,Moderately important,65 or above,Male,,Canada,Bachelor's degree/ Undergraduate degree,,Canada,White/Caucasian,"$200,000-$400,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",,
11/19/2023 11:21,11/19/2023 11:29,IP Address,100,510,TRUE,11/19/2023 11:29,anonymous,EN,Yes,6-10 times a month,5,5,1,3,3,,Yes,1-5 times a year,5,5,5,3,5,,,,Yes,,,,,,,30,Zambia,Jordan,Rwanda,Spain ,Gabon ,Senegal,1,1,1,1,1,2,4,3,4,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",Always with a group,Very important,Very important,Very important,Slightly important,Extremely important,Very important,Extremely important,Not at all important,Slightly important,Very important,Very important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications,Bird Fairs",,$400-$600,Very important,Extremely important,65 or above,Male,,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree/ Undergraduate degree,,United Kingdom of Great Britain and Northern Ireland,White/Caucasian,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
11/19/2023 11:17,11/19/2023 11:32,IP Address,100,859,TRUE,11/19/2023 11:32,anonymous,EN,Yes,1-5 times a month,1,3,2,4,5,,Yes,1-5 times a year,1,2,4,3,5,,,,Yes,,,,,,,15,Borneo ,South Africa ,Ecuador,Ecuador,Mexico,Brazil,5,2,1,6,3,8,4,7,9,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Moderately important,Very important,Slightly important,Moderately important,Slightly important,Very important,Extremely important,Moderately important,Moderately important,Very important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Bird Fairs,Other (please specify)",birders trip reports,$100-$200,Moderately important,Moderately important,65 or above,Male,,United Kingdom of Great Britain and Northern Ireland,High school or equivalent,,United Kingdom of Great Britain and Northern Ireland,White/Caucasian,"Less than $50,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",,
11/19/2023 11:32,11/19/2023 11:42,IP Address,100,585,TRUE,11/19/2023 11:42,anonymous,EN,Yes,1-5 times a month,1,,,3,2,,Yes,1-5 times a year,1,3,,2,,,,,Yes,,,,,,,,Indonesia,Cambodia,Papua New Guinea,Papua New Guinea,Mongolia,Spain,2,1,3,4,,,,,5,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Extremely important,Extremely important,Moderately important,Moderately important,Very important,Very important,Extremely important,Moderately important,Very important,Moderately important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Birdwatching magazines or publications,Bird Fairs",,$400-$600,Moderately important,Slightly important,65 or above,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,,,More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",What else is available besides birds,birding secondary
11/19/2023 11:32,11/19/2023 11:44,IP Address,100,709,TRUE,11/19/2023 11:44,anonymous,EN,Yes,More than 10 times a month,3,5,1,5,5,,Yes,1-5 times a year,3,2,5,2,5,,,,Yes,,,,,,,65,Chile,Ecuador,Kazakhstan,Japan,Tanzania,New Caledonia,1,1,1,1,1,2,3,2,4,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",About equally alone and with a group,Very important,Very important,Moderately important,Moderately important,Extremely important,Extremely important,Extremely important,Not at all important,Moderately important,Very important,Very important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$400-$600,Slightly important,Slightly important,65 or above,Male,,Canada,Doctorate (PhD) or higher,,Canada,White/Caucasian,"$200,000-$400,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",,
11/19/2023 11:27,11/19/2023 11:45,IP Address,100,1049,TRUE,11/19/2023 11:45,anonymous,EN,Yes,More than 10 times a month,,,,,,Enjoying watching birds and bird behavior - alone or with others - known birds or new birds.,Yes,1-5 times a year,,,,,,Finding sites that work for my mobility challenged husband - so birding near car or via boat.,,,Yes,,,,,,,,Portugal,Spain,Sweden,Mexico,United States,Morocco,,,,,,1,2,1,2,Ability to bird with my mobility impaired husband - near car or via boat.,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",About equally alone and with a group,Moderately important,Slightly important,Extremely important,Moderately important,Slightly important,Extremely important,Very important,Not at all important,Very important,Extremely important,Extremely important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$200-$400,Very important,Very important,65 or above,Female,,United States of America,Master's degree,,United States of America,White/Caucasian,"$200,000-$400,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","My husband is mobility impaired.  We are both older (I'm late 60s he is 80s).  We look for trips where we can practice ""slow birding"".  Shorter days (6-8 hours is best).  Birding near car or on boat.  To accomplish this we typically have to schedule, with 2 other older birder friends, our own trip.  I research, and we hire bird guides who will take us out and meet our shorter days and mobility needs.   If a group, a max of 8 is important.  We wish more birding tour companies would consider offering ""slower"" birding trips for those potential clients who would like to have a more leisurely pace.  Where seeing 5 more species of birds is not the key to having a better day.  We would be willing to pay more for this!",accessibility
11/19/2023 11:32,11/19/2023 11:48,IP Address,100,1003,TRUE,11/19/2023 11:48,anonymous,EN,Yes,More than 10 times a month,2,3,4,1,5,,Yes,1-5 times a year,1,3,5,2,4,,,,Yes,,,,,,,8,Jamaica,Brazil,Panama,Ecuador,Peru,Colombia,1,2,6,3,4,5,9,7,8,1. Being able to get a single room.  2. Number of days,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Stayed at a dedicated birdwatching/nature lodge",Always with a group,Very important,Very important,Moderately important,Moderately important,Very important,Extremely important,Very important,Moderately important,Slightly important,Very important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$200-$400,Moderately important,Very important,65 or above,Female,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,White/Caucasian,"$100,000 - $200,000",1-5 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
11/19/2023 11:24,11/19/2023 11:50,IP Address,100,1547,TRUE,11/19/2023 11:50,anonymous,EN,Yes,More than 10 times a month,,,,,,"I feed birds in my yard, watch them daily, and often photograph them",Yes,Less than once a year,,1,,2,3,,,,Yes,,,,,,,20,Colombia,Australia,Indonesia,Vietnam,Tanzania,China,6,3,1,2,4,5,,,,"I have some favorite tour-company guides, and I try to travel with them when possible","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide","Mostly with a group, occasionally alone",Very important,Extremely important,Moderately important,Slightly important,Extremely important,Very important,Extremely important,Moderately important,Moderately important,Moderately important,Slightly important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,More than $600,Slightly important,Slightly important,65 or above,Female,,United States of America,Doctorate (PhD) or higher,,United States of America,White/Caucasian,"$100,000 - $200,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","GROUP SIZE: I try to take trips with 8 or fewer participants (not counting guides), and will pay more for a smaller group.  The two times I have birded with groups of 14 participants, they were disorganized, scared off birds, and I missed seeing many species.  
DIFFICULTY: I try to avoid trips where there are a large number of long, difficult hikes and/or very poor trails. I am in good shape, but I'm not as young as I used to be.
LENGTH OF TOUR:  I generally like to bird for at most 3 weeks at a time (plus travel time.) I start to ""overload"" if the trip is longer than that. ",
